candidate_skills,years_experience,education_level,past_job_titles,certifications,expected_salary,candidate_location,job_title,required_skills,min_experience,job_description,budgeted_salary_min,budgeted_salary_max,job_location,is_fit
"SQL, Data Analysis, Node.js",12,Master's,"Software Developer, AI Researcher","None, AWS Certified",128898,Seattle,Backend Engineer,"NLP, Java, Node.js, Python",7,Looking for a motivated individual with strong technical and problem-solving skills.,82727,124619,New York,0
"React, Python, NLP, Java, AWS, SQL",10,Master's,"AI Researcher, ML Engineer",AWS Certified,65544,Seattle,Data Scientist,"Data Analysis, React, Pandas",3,Looking for a motivated individual with strong technical and problem-solving skills.,89849,146931,Austin,0
"TensorFlow, Python, Docker, NLP, Java, Data Analysis",8,High School,Backend Engineer,Google ML Certificate,55238,Austin,Data Scientist,"TensorFlow, Java, Deep Learning, Machine Learning",6,Looking for a motivated individual with strong technical and problem-solving skills.,68439,110839,Seattle,0
"React, Docker, NLP, Java, Pandas",2,PhD,"Software Developer, ML Engineer","None, Coursera NLP",115771,Austin,ML Engineer,"SQL, Data Analysis, Node.js, Pandas",10,Looking for a motivated individual with strong technical and problem-solving skills.,67428,135113,Austin,0
"Data Analysis, Python, Docker, Node.js",12,Master's,Software Developer,DataCamp DS,127864,Remote,Software Developer,"Kubernetes, Docker, Java, Pandas, Data Analysis",8,Looking for a motivated individual with strong technical and problem-solving skills.,85267,135369,New York,0
"Python, SQL, Pandas, React, Java",7,High School,Backend Engineer,"Coursera NLP, Google ML Certificate",84261,New York,Software Developer,"AWS, Kubernetes, Deep Learning",9,Looking for a motivated individual with strong technical and problem-solving skills.,95626,114304,Austin,0
"SQL, Data Analysis, TensorFlow, Kubernetes, NLP, Pandas",4,Bachelor's,AI Researcher,"Coursera NLP, None",135896,Remote,Data Scientist,"Java, NLP, Data Analysis, Kubernetes",0,Looking for a motivated individual with strong technical and problem-solving skills.,65829,120318,Seattle,0
"React, Docker, AWS, Node.js, NLP, Pandas",12,Bachelor's,Software Developer,"DataCamp DS, None",84438,Austin,ML Engineer,"Pandas, React, NLP, Python, SQL",2,Looking for a motivated individual with strong technical and problem-solving skills.,85148,100107,Remote,0
"Node.js, Kubernetes, React, Data Analysis, Pandas, Docker",3,PhD,"Software Developer, ML Engineer","None, Coursera NLP",137302,New York,Backend Engineer,"React, Java, Pandas, AWS, TensorFlow",8,Looking for a motivated individual with strong technical and problem-solving skills.,73131,118524,Seattle,0
"Python, AWS, React, Deep Learning, Java",5,Master's,Data Scientist,"Coursera NLP, AWS Certified",137171,Remote,Software Developer,"AWS, NLP, React, Java",1,Looking for a motivated individual with strong technical and problem-solving skills.,68945,145394,Remote,1
"Python, Kubernetes, AWS, Docker, Data Analysis, Node.js",11,High School,Backend Engineer,None,86369,Seattle,ML Engineer,"Kubernetes, TensorFlow, Deep Learning",0,Looking for a motivated individual with strong technical and problem-solving skills.,70272,157470,Seattle,0
"Machine Learning, NLP, TensorFlow, Docker, Pandas, SQL",1,Master's,AI Researcher,Google ML Certificate,118843,New York,Data Scientist,"Data Analysis, Java, SQL",5,Looking for a motivated individual with strong technical and problem-solving skills.,69051,124330,New York,0
"SQL, Pandas, Data Analysis, Python, NLP",8,PhD,ML Engineer,AWS Certified,137556,Austin,Data Scientist,"Deep Learning, Java, Docker, Node.js, NLP",5,Looking for a motivated individual with strong technical and problem-solving skills.,65178,144223,New York,0
"AWS, Python, Data Analysis, React",0,Master's,"Software Developer, ML Engineer","Coursera NLP, Google ML Certificate",135245,Remote,Backend Engineer,"Python, NLP, Node.js, Kubernetes, Data Analysis",5,Looking for a motivated individual with strong technical and problem-solving skills.,65550,151369,San Francisco,0
"Kubernetes, Machine Learning, SQL",2,PhD,"Backend Engineer, AI Researcher","Coursera NLP, AWS Certified",113103,Remote,Data Scientist,"Machine Learning, Pandas, Java",10,Looking for a motivated individual with strong technical and problem-solving skills.,82003,154094,Seattle,0
"SQL, Python, NLP, Pandas",5,High School,"ML Engineer, Software Developer","DataCamp DS, None",109746,San Francisco,ML Engineer,"Python, Kubernetes, Data Analysis, SQL",10,Looking for a motivated individual with strong technical and problem-solving skills.,77419,115673,Austin,0
"NLP, Docker, Python, AWS, Kubernetes, Node.js",1,Bachelor's,"Data Scientist, Backend Engineer","DataCamp DS, AWS Certified",72636,Remote,Data Scientist,"Node.js, Machine Learning, SQL",3,Looking for a motivated individual with strong technical and problem-solving skills.,73349,154790,Austin,0
"NLP, TensorFlow, Python",1,Bachelor's,"Software Developer, Data Scientist","None, DataCamp DS",142256,San Francisco,ML Engineer,"AWS, Kubernetes, React, Docker",4,Looking for a motivated individual with strong technical and problem-solving skills.,66949,157942,Remote,0
"React, Data Analysis, Python, Kubernetes, Deep Learning, Docker",6,Master's,"Backend Engineer, Data Scientist",DataCamp DS,100426,New York,Software Developer,"Node.js, Docker, AWS, Machine Learning, SQL",4,Looking for a motivated individual with strong technical and problem-solving skills.,66894,102005,San Francisco,0
"Node.js, Python, React, TensorFlow",3,High School,"ML Engineer, Backend Engineer",Coursera NLP,74383,San Francisco,ML Engineer,"AWS, Data Analysis, Pandas, Docker",0,Looking for a motivated individual with strong technical and problem-solving skills.,96040,159203,Austin,0
"Kubernetes, Data Analysis, Node.js, React",4,Bachelor's,"Backend Engineer, Software Developer",Coursera NLP,56222,Remote,Backend Engineer,"Data Analysis, Machine Learning, Docker",5,Looking for a motivated individual with strong technical and problem-solving skills.,90910,115297,San Francisco,0
"React, Node.js, NLP",6,Master's,Data Scientist,Coursera NLP,73763,San Francisco,ML Engineer,"Java, Data Analysis, Machine Learning, Deep Learning, AWS",6,Looking for a motivated individual with strong technical and problem-solving skills.,74466,144760,New York,0
"SQL, Java, Pandas",10,High School,"AI Researcher, Backend Engineer","None, DataCamp DS",144084,New York,Backend Engineer,"SQL, Java, Docker",5,Looking for a motivated individual with strong technical and problem-solving skills.,71395,105038,Seattle,0
"SQL, NLP, Deep Learning, TensorFlow, Machine Learning, React",0,Master's,Data Scientist,"None, AWS Certified",69423,Seattle,AI Researcher,"Docker, SQL, Pandas",9,Looking for a motivated individual with strong technical and problem-solving skills.,97393,138858,San Francisco,0
"Kubernetes, TensorFlow, Pandas, SQL",9,Master's,"AI Researcher, Software Developer","Google ML Certificate, Coursera NLP",131695,Seattle,Software Developer,"TensorFlow, AWS, Kubernetes, SQL",2,Looking for a motivated individual with strong technical and problem-solving skills.,99754,113308,San Francisco,0
"Deep Learning, Docker, Kubernetes, Pandas",0,Bachelor's,AI Researcher,None,139367,Seattle,AI Researcher,"Python, Machine Learning, Docker, Java, React",5,Looking for a motivated individual with strong technical and problem-solving skills.,93420,104068,Austin,0
"Java, TensorFlow, Data Analysis, NLP, Python, Deep Learning",10,High School,"AI Researcher, Data Scientist","Coursera NLP, None",92539,Austin,Software Developer,"Data Analysis, Machine Learning, Docker, React",7,Looking for a motivated individual with strong technical and problem-solving skills.,92699,128169,New York,0
"Pandas, Java, Data Analysis",3,PhD,"AI Researcher, Backend Engineer","DataCamp DS, None",149318,Austin,Software Developer,"Docker, Python, Data Analysis",6,Looking for a motivated individual with strong technical and problem-solving skills.,90448,128334,Seattle,0
"Data Analysis, TensorFlow, Python, AWS",3,Bachelor's,"Software Developer, ML Engineer","DataCamp DS, None",68076,Remote,Data Scientist,"AWS, Kubernetes, Java",10,Looking for a motivated individual with strong technical and problem-solving skills.,93765,114589,Remote,0
"React, Java, NLP",7,Bachelor's,"Backend Engineer, ML Engineer",None,87029,San Francisco,AI Researcher,"React, NLP, Deep Learning, Kubernetes",3,Looking for a motivated individual with strong technical and problem-solving skills.,64386,151670,New York,0
"AWS, SQL, TensorFlow, Node.js, NLP, Docker",8,High School,ML Engineer,"Coursera NLP, DataCamp DS",146785,San Francisco,Software Developer,"SQL, TensorFlow, Kubernetes, Node.js, React",8,Looking for a motivated individual with strong technical and problem-solving skills.,63078,113461,Seattle,0
"Pandas, Machine Learning, React",4,High School,Software Developer,"None, Coursera NLP",134077,Austin,ML Engineer,"Pandas, Java, AWS, TensorFlow",10,Looking for a motivated individual with strong technical and problem-solving skills.,79325,138289,Remote,0
"NLP, AWS, Data Analysis",1,Bachelor's,"Software Developer, AI Researcher",Coursera NLP,101772,Seattle,ML Engineer,"Node.js, Docker, Deep Learning",3,Looking for a motivated individual with strong technical and problem-solving skills.,65098,137331,San Francisco,0
"AWS, React, SQL",2,Master's,"Backend Engineer, AI Researcher",Google ML Certificate,60757,Austin,AI Researcher,"Data Analysis, Deep Learning, Docker",5,Looking for a motivated individual with strong technical and problem-solving skills.,82553,119412,Austin,0
"Docker, AWS, Kubernetes",11,Master's,Software Developer,None,105040,Remote,ML Engineer,"Java, TensorFlow, Pandas",9,Looking for a motivated individual with strong technical and problem-solving skills.,98167,138289,Seattle,0
"Docker, Kubernetes, Machine Learning, Deep Learning",2,High School,"ML Engineer, AI Researcher","Coursera NLP, Google ML Certificate",82956,Remote,AI Researcher,"React, Kubernetes, Deep Learning, Machine Learning",3,Looking for a motivated individual with strong technical and problem-solving skills.,68603,102666,Austin,0
"TensorFlow, Docker, Data Analysis, React, Machine Learning",0,Master's,Software Developer,None,149037,New York,Software Developer,"Data Analysis, Java, Machine Learning",10,Looking for a motivated individual with strong technical and problem-solving skills.,60569,149350,San Francisco,0
"Kubernetes, Pandas, Java",11,Bachelor's,"AI Researcher, Data Scientist",DataCamp DS,128399,Austin,ML Engineer,"Data Analysis, TensorFlow, Machine Learning",0,Looking for a motivated individual with strong technical and problem-solving skills.,62589,102048,Austin,0
"Kubernetes, TensorFlow, Node.js, Docker",12,PhD,AI Researcher,None,104547,New York,Software Developer,"Machine Learning, SQL, Deep Learning",5,Looking for a motivated individual with strong technical and problem-solving skills.,69748,146898,Remote,0
"NLP, React, Docker, Data Analysis",8,PhD,"Backend Engineer, Software Developer",Coursera NLP,126727,Seattle,Backend Engineer,"Kubernetes, React, Pandas, Java",1,Looking for a motivated individual with strong technical and problem-solving skills.,89257,119581,Remote,0
"Kubernetes, Deep Learning, NLP, Machine Learning",3,Bachelor's,"ML Engineer, Data Scientist","DataCamp DS, None",142090,San Francisco,ML Engineer,"Pandas, NLP, Java",2,Looking for a motivated individual with strong technical and problem-solving skills.,83254,120460,New York,0
"TensorFlow, Deep Learning, Machine Learning, React, Data Analysis, Node.js",5,Master's,"Backend Engineer, AI Researcher","Coursera NLP, AWS Certified",52401,New York,Backend Engineer,"Machine Learning, React, NLP, TensorFlow",10,Looking for a motivated individual with strong technical and problem-solving skills.,87695,104060,Seattle,0
"TensorFlow, Java, Deep Learning, Docker, Kubernetes",1,PhD,Backend Engineer,Coursera NLP,125241,San Francisco,Software Developer,"Node.js, Docker, Java, Pandas",10,Looking for a motivated individual with strong technical and problem-solving skills.,61714,135464,New York,0
"Machine Learning, Java, SQL",10,PhD,AI Researcher,AWS Certified,99872,New York,Software Developer,"Machine Learning, Data Analysis, Python",8,Looking for a motivated individual with strong technical and problem-solving skills.,89904,119534,New York,0
"Deep Learning, Kubernetes, TensorFlow",2,Bachelor's,"AI Researcher, Data Scientist",Google ML Certificate,119879,Austin,Software Developer,"Deep Learning, AWS, Data Analysis, Python",4,Looking for a motivated individual with strong technical and problem-solving skills.,84895,109824,San Francisco,0
"TensorFlow, AWS, Node.js, Pandas, SQL",11,PhD,"Backend Engineer, Data Scientist",None,145029,San Francisco,Backend Engineer,"NLP, Kubernetes, Python, Docker, Node.js",9,Looking for a motivated individual with strong technical and problem-solving skills.,95691,103915,San Francisco,0
"AWS, Deep Learning, Python, Node.js",6,PhD,"ML Engineer, Backend Engineer",Google ML Certificate,53820,New York,Software Developer,"SQL, Deep Learning, Kubernetes",7,Looking for a motivated individual with strong technical and problem-solving skills.,69730,141350,Seattle,0
"Kubernetes, Python, Machine Learning, Java, NLP",11,PhD,AI Researcher,DataCamp DS,130350,San Francisco,Software Developer,"AWS, Docker, Kubernetes, Data Analysis",1,Looking for a motivated individual with strong technical and problem-solving skills.,69313,135164,Remote,0
"Deep Learning, Java, Pandas",1,PhD,AI Researcher,"Google ML Certificate, AWS Certified",85049,Remote,AI Researcher,"Java, Pandas, TensorFlow, Node.js, AWS",5,Looking for a motivated individual with strong technical and problem-solving skills.,65961,107139,Seattle,0
"Docker, Machine Learning, TensorFlow, Python, React, Kubernetes",0,Bachelor's,AI Researcher,Coursera NLP,84284,Remote,Backend Engineer,"NLP, Docker, SQL",10,Looking for a motivated individual with strong technical and problem-solving skills.,80539,148299,New York,0
"Deep Learning, NLP, Machine Learning, AWS",1,Bachelor's,Software Developer,Google ML Certificate,110970,San Francisco,ML Engineer,"React, Node.js, TensorFlow, SQL, Pandas",6,Looking for a motivated individual with strong technical and problem-solving skills.,69689,142658,Seattle,0
"Kubernetes, Deep Learning, Machine Learning, Python",8,PhD,Data Scientist,"AWS Certified, Coursera NLP",115862,New York,Backend Engineer,"NLP, Data Analysis, Kubernetes, Docker, Python",7,Looking for a motivated individual with strong technical and problem-solving skills.,95096,129089,Austin,0
"SQL, TensorFlow, React, Deep Learning, Pandas",0,High School,"AI Researcher, ML Engineer","None, AWS Certified",62691,Austin,Backend Engineer,"SQL, TensorFlow, Python, Data Analysis, Deep Learning",7,Looking for a motivated individual with strong technical and problem-solving skills.,98907,129165,Austin,0
"React, Python, Deep Learning, NLP",9,Bachelor's,ML Engineer,"AWS Certified, Google ML Certificate",104906,Austin,AI Researcher,"Python, AWS, Pandas",7,Looking for a motivated individual with strong technical and problem-solving skills.,72069,103316,Remote,0
"Machine Learning, React, SQL, Deep Learning, AWS",4,PhD,"Data Scientist, Backend Engineer","None, Coursera NLP",81764,Austin,AI Researcher,"Machine Learning, Data Analysis, Docker, Node.js, Kubernetes",8,Looking for a motivated individual with strong technical and problem-solving skills.,70271,134539,San Francisco,0
"TensorFlow, AWS, Pandas",1,Bachelor's,"Backend Engineer, Data Scientist","AWS Certified, DataCamp DS",72713,Remote,AI Researcher,"Node.js, Docker, React",5,Looking for a motivated individual with strong technical and problem-solving skills.,72562,145562,New York,0
"Pandas, Docker, TensorFlow, SQL",8,Bachelor's,Software Developer,None,141994,Austin,Data Scientist,"Pandas, Java, Kubernetes, Docker, Node.js",0,Looking for a motivated individual with strong technical and problem-solving skills.,98677,134809,Seattle,0
"Python, TensorFlow, SQL, Docker",5,Master's,Backend Engineer,None,120546,New York,Data Scientist,"TensorFlow, Java, Pandas, Data Analysis",6,Looking for a motivated individual with strong technical and problem-solving skills.,62517,141375,Seattle,0
"Machine Learning, Deep Learning, TensorFlow, AWS, React",4,Bachelor's,Software Developer,"DataCamp DS, None",132022,Austin,Backend Engineer,"Pandas, SQL, React",10,Looking for a motivated individual with strong technical and problem-solving skills.,78063,123288,Remote,0
"Docker, Java, Node.js, Kubernetes, TensorFlow",11,Master's,Data Scientist,"AWS Certified, None",104713,San Francisco,ML Engineer,"SQL, Kubernetes, Node.js",1,Looking for a motivated individual with strong technical and problem-solving skills.,72479,105091,Remote,1
"Node.js, SQL, Machine Learning, React, Data Analysis",10,PhD,Data Scientist,Coursera NLP,53450,Austin,Software Developer,"Kubernetes, AWS, Java, Pandas, Data Analysis",8,Looking for a motivated individual with strong technical and problem-solving skills.,75838,138872,Austin,0
"Node.js, TensorFlow, Data Analysis",6,High School,AI Researcher,DataCamp DS,60788,Austin,Backend Engineer,"Docker, Kubernetes, Java, Python, Data Analysis",9,Looking for a motivated individual with strong technical and problem-solving skills.,98050,134408,New York,0
"Pandas, TensorFlow, React, NLP, AWS",8,Bachelor's,Data Scientist,"DataCamp DS, Google ML Certificate",146884,Seattle,Backend Engineer,"Python, Data Analysis, Kubernetes, Java",0,Looking for a motivated individual with strong technical and problem-solving skills.,78781,120194,Seattle,0
"Node.js, Data Analysis, SQL, Python, React, Pandas",8,PhD,"ML Engineer, Data Scientist",AWS Certified,149395,Remote,Data Scientist,"Docker, Data Analysis, Deep Learning, AWS",10,Looking for a motivated individual with strong technical and problem-solving skills.,84265,155236,Austin,0
"Deep Learning, TensorFlow, Kubernetes, React, Node.js, AWS",11,High School,Backend Engineer,"None, DataCamp DS",50667,Remote,ML Engineer,"Deep Learning, Data Analysis, Machine Learning, NLP",1,Looking for a motivated individual with strong technical and problem-solving skills.,95419,116388,San Francisco,0
"Node.js, Deep Learning, SQL, Data Analysis, NLP, Kubernetes",5,High School,Software Developer,AWS Certified,68010,San Francisco,AI Researcher,"Machine Learning, Java, TensorFlow",7,Looking for a motivated individual with strong technical and problem-solving skills.,75401,125157,Austin,0
"Deep Learning, Pandas, TensorFlow",3,Bachelor's,AI Researcher,AWS Certified,56376,Austin,AI Researcher,"React, Pandas, Node.js, Java",6,Looking for a motivated individual with strong technical and problem-solving skills.,60094,117158,Austin,0
"NLP, Docker, Pandas",8,PhD,Software Developer,Coursera NLP,132254,Remote,AI Researcher,"AWS, Java, Kubernetes, Node.js, Data Analysis",10,Looking for a motivated individual with strong technical and problem-solving skills.,77557,125454,New York,0
"Deep Learning, SQL, Data Analysis",10,PhD,Backend Engineer,"DataCamp DS, None",95657,New York,AI Researcher,"TensorFlow, Data Analysis, Java, React, SQL",4,Looking for a motivated individual with strong technical and problem-solving skills.,62533,134138,New York,1
"NLP, React, Kubernetes",11,Bachelor's,ML Engineer,Google ML Certificate,129389,Remote,Software Developer,"Machine Learning, Kubernetes, TensorFlow, Python, Deep Learning",4,Looking for a motivated individual with strong technical and problem-solving skills.,64713,113279,Seattle,0
"Python, SQL, Deep Learning, Machine Learning, Docker",0,PhD,"Software Developer, AI Researcher","None, Google ML Certificate",118402,New York,Software Developer,"TensorFlow, Java, Docker",6,Looking for a motivated individual with strong technical and problem-solving skills.,69612,136416,Seattle,0
"Deep Learning, Docker, AWS",7,Bachelor's,"Software Developer, AI Researcher",None,138389,Seattle,Data Scientist,"Pandas, Docker, Deep Learning",10,Looking for a motivated individual with strong technical and problem-solving skills.,88172,157154,Austin,0
"TensorFlow, Python, Deep Learning, AWS, Docker",10,Master's,"Software Developer, AI Researcher",Google ML Certificate,85758,Austin,AI Researcher,"Data Analysis, Pandas, TensorFlow, Kubernetes",3,Looking for a motivated individual with strong technical and problem-solving skills.,90188,101292,Seattle,0
"Pandas, Node.js, TensorFlow",0,High School,Software Developer,"Coursera NLP, AWS Certified",111827,Remote,Software Developer,"React, TensorFlow, NLP, Java",1,Looking for a motivated individual with strong technical and problem-solving skills.,98127,124105,Seattle,0
"Java, Data Analysis, NLP, Machine Learning, Kubernetes",8,Bachelor's,"ML Engineer, AI Researcher",None,114436,Seattle,Data Scientist,"React, Machine Learning, Docker, Node.js, SQL",1,Looking for a motivated individual with strong technical and problem-solving skills.,97065,155402,Remote,0
"SQL, Kubernetes, Deep Learning, Node.js, React, Docker",0,PhD,"Backend Engineer, ML Engineer",None,67140,San Francisco,ML Engineer,"Kubernetes, NLP, TensorFlow",5,Looking for a motivated individual with strong technical and problem-solving skills.,85728,132922,Seattle,0
"React, Pandas, Java, Deep Learning, NLP, Docker",10,Bachelor's,"AI Researcher, Backend Engineer","Coursera NLP, AWS Certified",115103,Seattle,Software Developer,"Data Analysis, Python, Deep Learning",8,Looking for a motivated individual with strong technical and problem-solving skills.,70456,140127,Remote,0
"AWS, Machine Learning, SQL, Node.js, React",0,PhD,ML Engineer,"Google ML Certificate, DataCamp DS",98223,Remote,ML Engineer,"NLP, Pandas, React, Node.js",6,Looking for a motivated individual with strong technical and problem-solving skills.,68185,130326,Austin,0
"Python, Pandas, Kubernetes, Node.js",8,Master's,"AI Researcher, Software Developer",AWS Certified,141375,San Francisco,Data Scientist,"Machine Learning, Node.js, NLP, Docker, Deep Learning",4,Looking for a motivated individual with strong technical and problem-solving skills.,61494,159985,Remote,0
"Machine Learning, SQL, AWS, Data Analysis",7,High School,"Backend Engineer, Software Developer",None,133317,San Francisco,AI Researcher,"React, Deep Learning, SQL",8,Looking for a motivated individual with strong technical and problem-solving skills.,79026,154510,Austin,0
"Kubernetes, AWS, Data Analysis, TensorFlow, Node.js",8,PhD,"Backend Engineer, AI Researcher",Coursera NLP,63510,Remote,Data Scientist,"Deep Learning, Python, SQL",8,Looking for a motivated individual with strong technical and problem-solving skills.,66620,107330,New York,0
"React, Node.js, Pandas, TensorFlow, NLP, Machine Learning",6,High School,ML Engineer,"AWS Certified, None",118154,Remote,ML Engineer,"Python, SQL, Docker, TensorFlow",2,Looking for a motivated individual with strong technical and problem-solving skills.,73485,136331,Remote,0
"TensorFlow, Docker, Machine Learning",1,PhD,Backend Engineer,None,107080,Remote,Backend Engineer,"SQL, Kubernetes, Deep Learning, React",5,Looking for a motivated individual with strong technical and problem-solving skills.,63429,114667,Seattle,0
"SQL, TensorFlow, Python",0,Bachelor's,"AI Researcher, Software Developer",AWS Certified,118789,Seattle,ML Engineer,"TensorFlow, AWS, NLP, Data Analysis",4,Looking for a motivated individual with strong technical and problem-solving skills.,65707,134916,Remote,0
"React, Data Analysis, SQL, Machine Learning, Python",2,PhD,"Backend Engineer, Data Scientist",None,54646,New York,ML Engineer,"TensorFlow, Machine Learning, Deep Learning, Node.js, Java",5,Looking for a motivated individual with strong technical and problem-solving skills.,60637,113452,Remote,0
"Deep Learning, AWS, React, Pandas",2,PhD,"AI Researcher, ML Engineer",DataCamp DS,106139,Seattle,Backend Engineer,"Java, NLP, Kubernetes, React, Deep Learning",2,Looking for a motivated individual with strong technical and problem-solving skills.,88917,107702,Seattle,1
"TensorFlow, Docker, Machine Learning, NLP",8,High School,AI Researcher,None,124181,Austin,AI Researcher,"SQL, Pandas, Java",9,Looking for a motivated individual with strong technical and problem-solving skills.,70763,105764,New York,0
"Docker, React, Python",12,High School,Software Developer,None,112763,New York,ML Engineer,"Data Analysis, TensorFlow, Deep Learning, Java, Docker",8,Looking for a motivated individual with strong technical and problem-solving skills.,92552,154806,Seattle,0
"Pandas, React, Java, AWS, Machine Learning",10,Master's,ML Engineer,None,130225,Remote,Data Scientist,"Kubernetes, Pandas, Python",6,Looking for a motivated individual with strong technical and problem-solving skills.,89739,155658,Seattle,0
"AWS, SQL, NLP, Node.js, React, Java",12,Bachelor's,"ML Engineer, Backend Engineer","Coursera NLP, AWS Certified",131319,Remote,Data Scientist,"Node.js, SQL, Data Analysis, AWS",10,Looking for a motivated individual with strong technical and problem-solving skills.,65222,138921,Austin,0
"Java, Pandas, Deep Learning, AWS, Python",7,PhD,AI Researcher,Google ML Certificate,84270,New York,Software Developer,"Java, Machine Learning, AWS, SQL, TensorFlow",8,Looking for a motivated individual with strong technical and problem-solving skills.,72773,143111,San Francisco,0
"Python, NLP, Java",6,Bachelor's,"ML Engineer, AI Researcher","DataCamp DS, AWS Certified",81723,Seattle,Backend Engineer,"Python, React, Data Analysis, AWS, Node.js",8,Looking for a motivated individual with strong technical and problem-solving skills.,67713,114592,San Francisco,0
"NLP, Kubernetes, React, Node.js, Python, Machine Learning",3,Master's,"Data Scientist, AI Researcher",DataCamp DS,55508,San Francisco,Data Scientist,"SQL, Data Analysis, NLP",0,Looking for a motivated individual with strong technical and problem-solving skills.,72447,102415,Austin,0
"Pandas, SQL, Machine Learning, NLP, Deep Learning",2,Bachelor's,Data Scientist,"Coursera NLP, None",107145,Austin,Software Developer,"Docker, React, NLP",2,Looking for a motivated individual with strong technical and problem-solving skills.,77569,148207,Austin,0
"Pandas, NLP, AWS, Java, TensorFlow",9,Master's,Backend Engineer,"None, AWS Certified",66444,San Francisco,ML Engineer,"Node.js, AWS, Data Analysis, SQL, NLP",8,Looking for a motivated individual with strong technical and problem-solving skills.,97484,156411,San Francisco,0
"Deep Learning, AWS, Node.js, Pandas",2,PhD,Data Scientist,"Coursera NLP, None",75418,San Francisco,Data Scientist,"Kubernetes, Machine Learning, Python",2,Looking for a motivated individual with strong technical and problem-solving skills.,95332,147202,Austin,0
"Data Analysis, AWS, SQL",11,Master's,Backend Engineer,None,93158,San Francisco,Backend Engineer,"Node.js, Machine Learning, TensorFlow, AWS, Java",2,Looking for a motivated individual with strong technical and problem-solving skills.,75797,150538,Remote,0
"Pandas, Kubernetes, Python",2,Bachelor's,Software Developer,Coursera NLP,90933,Remote,ML Engineer,"Node.js, TensorFlow, Deep Learning",2,Looking for a motivated individual with strong technical and problem-solving skills.,62952,122196,San Francisco,0
"React, Node.js, Machine Learning, Python, Java",4,High School,AI Researcher,"Coursera NLP, Google ML Certificate",149242,Seattle,Backend Engineer,"Kubernetes, Deep Learning, Pandas",8,Looking for a motivated individual with strong technical and problem-solving skills.,78950,146003,New York,0
"Java, NLP, Kubernetes, Node.js, Data Analysis, Deep Learning",3,Master's,AI Researcher,None,78064,San Francisco,Software Developer,"React, Docker, Machine Learning, Python, AWS",8,Looking for a motivated individual with strong technical and problem-solving skills.,89499,114504,Remote,0
"TensorFlow, Pandas, React, Node.js, SQL",4,High School,ML Engineer,Coursera NLP,140211,New York,Data Scientist,"Node.js, Python, Machine Learning, SQL, TensorFlow",5,Looking for a motivated individual with strong technical and problem-solving skills.,73788,136686,Remote,0
"TensorFlow, Node.js, Machine Learning, NLP, React, Docker",0,PhD,"Backend Engineer, AI Researcher","AWS Certified, Google ML Certificate",86250,Remote,ML Engineer,"AWS, Pandas, NLP",3,Looking for a motivated individual with strong technical and problem-solving skills.,86992,126840,San Francisco,0
"Machine Learning, Deep Learning, Python",7,PhD,ML Engineer,Coursera NLP,86807,Remote,Software Developer,"Pandas, Machine Learning, Kubernetes, AWS, Deep Learning",5,Looking for a motivated individual with strong technical and problem-solving skills.,67251,103714,Remote,1
"TensorFlow, Kubernetes, NLP",12,Master's,ML Engineer,DataCamp DS,73991,San Francisco,Data Scientist,"TensorFlow, Python, Data Analysis, Kubernetes, AWS",3,Looking for a motivated individual with strong technical and problem-solving skills.,91729,111504,San Francisco,0
"Machine Learning, React, Deep Learning, Node.js, Pandas, Python",2,Bachelor's,"Data Scientist, Software Developer","Google ML Certificate, AWS Certified",125796,San Francisco,Data Scientist,"Java, Data Analysis, Machine Learning, AWS, NLP",0,Looking for a motivated individual with strong technical and problem-solving skills.,78701,109619,Seattle,0
"Machine Learning, Data Analysis, Python, AWS, Docker, Node.js",12,Master's,AI Researcher,DataCamp DS,74454,Remote,Backend Engineer,"Data Analysis, React, Python, Machine Learning",2,Looking for a motivated individual with strong technical and problem-solving skills.,97113,116317,Remote,0
"Kubernetes, Java, Pandas, NLP, React",1,Bachelor's,Backend Engineer,"Coursera NLP, DataCamp DS",63536,Remote,Backend Engineer,"React, Kubernetes, AWS, NLP, Python",6,Looking for a motivated individual with strong technical and problem-solving skills.,94653,151364,Austin,0
"Data Analysis, Docker, Machine Learning, Deep Learning, SQL",8,Bachelor's,ML Engineer,None,57132,Austin,ML Engineer,"SQL, Pandas, Data Analysis, Deep Learning",6,Looking for a motivated individual with strong technical and problem-solving skills.,73613,157171,New York,0
"Docker, AWS, Kubernetes, Pandas",9,High School,Data Scientist,None,117186,Seattle,AI Researcher,"Java, AWS, SQL",4,Looking for a motivated individual with strong technical and problem-solving skills.,76224,143715,New York,0
"Kubernetes, Data Analysis, React, TensorFlow, Docker, Python",2,Master's,"Data Scientist, AI Researcher","Coursera NLP, None",61904,San Francisco,Software Developer,"Pandas, TensorFlow, Python, Machine Learning, Data Analysis",1,Looking for a motivated individual with strong technical and problem-solving skills.,65427,124984,Remote,0
"Deep Learning, Python, AWS",0,Bachelor's,"Software Developer, Backend Engineer",None,53368,San Francisco,Data Scientist,"Python, Docker, AWS",6,Looking for a motivated individual with strong technical and problem-solving skills.,88830,101555,New York,0
"Kubernetes, React, AWS",0,High School,Data Scientist,"Coursera NLP, Google ML Certificate",71085,Seattle,Backend Engineer,"React, Kubernetes, Docker",10,Looking for a motivated individual with strong technical and problem-solving skills.,83170,103497,Remote,0
